questionLink,questionTitle,questionVotes,questionViews,questionAnsCount
https://stackoverflow.com/questions/29308898/how-to-extract-and-access-data-from-json-with-php,How to extract and access data from JSON with PHP?,262,385k views,7
https://stackoverflow.com/questions/25706216/what-does-a-cannot-find-symbol-or-cannot-resolve-symbol-error-mean,"What does a ""Cannot find symbol"" or ""Cannot resolve symbol"" error mean?",481,1.3m views,17
https://stackoverflow.com/questions/274626/what-is-object-slicing,What is object slicing?,836,220k views,18
https://stackoverflow.com/questions/1207406/how-to-remove-items-from-a-list-while-iterating,How to remove items from a list while iterating?,933,715k views,25
https://stackoverflow.com/questions/2397984/undefined-unspecified-and-implementation-defined-behavior,"Undefined, unspecified and implementation-defined behavior",602,70k views,9
https://stackoverflow.com/questions/32170456/what-does-fatal-error-unexpectedly-found-nil-while-unwrapping-an-optional-valu,"What does ""Fatal error: Unexpectedly found nil while unwrapping an Optional value"" mean?",466,514k views,14
https://stackoverflow.com/questions/949433/why-are-these-constructs-using-pre-and-post-increment-undefined-behavior,Why are these constructs using pre and post-increment undefined behavior?,873,89k views,14
https://stackoverflow.com/questions/952914/how-to-make-a-flat-list-out-of-a-list-of-lists,How to make a flat list out of a list of lists?,4466,3.2m views,26
https://stackoverflow.com/questions/37576685/using-async-await-with-a-foreach-loop,Using async/await with a forEach loop,2242,1.2m views,32
https://stackoverflow.com/questions/5078239/how-do-i-remove-the-space-between-inline-inline-block-elements,How do I remove the space between inline/inline-block elements?,1202,394k views,41
https://stackoverflow.com/questions/20449427/how-can-i-read-inputs-as-numbers,How can I read inputs as numbers?,261,997k views,10
https://stackoverflow.com/questions/5210535/passing-data-between-view-controllers,Passing data between view controllers,1457,494k views,45
https://stackoverflow.com/questions/34361379/are-arrow-functions-and-functions-equivalent-interchangeable,Are 'Arrow Functions' and 'Functions' equivalent / interchangeable?,691,192k views,4
https://stackoverflow.com/questions/5121495/php-code-is-not-being-executed-but-the-code-shows-in-the-browser-source-code,"PHP code is not being executed, but the code shows in the browser source code",379,769k views,33
https://stackoverflow.com/questions/201323/how-can-i-validate-an-email-address-using-a-regular-expression,How can I validate an email address using a regular expression?,3756,1.9m views,80
https://stackoverflow.com/questions/2167916/convert-one-date-format-into-another-in-php,Convert one date format into another in PHP,363,600k views,17
https://stackoverflow.com/questions/3737139/reference-what-does-this-symbol-mean-in-php,Reference — What does this symbol mean in PHP?,4870,759k views,22
https://stackoverflow.com/questions/2591098/how-to-parse-json-in-java,How to parse JSON in Java,1232,2.1m views,34
https://stackoverflow.com/questions/228783/what-are-the-rules-about-using-an-underscore-in-a-c-identifier,What are the rules about using an underscore in a C++ identifier?,993,298k views,5
https://stackoverflow.com/questions/1053424/how-do-i-get-php-errors-to-display,How do I get PHP errors to display?,1882,3.2m views,30
https://stackoverflow.com/questions/5621338/how-to-add-jtable-in-jpanel-with-null-layout,How to add JTable in JPanel with null layout?,242,47k views,11
https://stackoverflow.com/questions/17498216/can-i-mix-mysql-apis-in-php,Can I mix MySQL APIs in PHP?,113,16k views,4
https://stackoverflow.com/questions/312443/how-do-you-split-a-list-into-evenly-sized-chunks,How do you split a list into evenly sized chunks?,2768,1.3m views,69
https://stackoverflow.com/questions/3177733/how-can-i-avoid-java-code-in-jsp-files-using-jsp-2,"How can I avoid Java code in JSP files, using JSP 2?",1736,304k views,31
https://stackoverflow.com/questions/845021/how-can-i-get-useful-error-messages-in-php,How can I get useful error messages in PHP?,625,648k views,42
https://stackoverflow.com/questions/7745609/sql-select-only-rows-with-max-value-on-a-column,SQL select only rows with max value on a column [duplicate],1486,1.6m views,27
https://stackoverflow.com/questions/11169445/error-in-finding-last-used-cell-in-excel-with-vba,Error in finding last used cell in Excel with VBA,188,155k views,14
https://stackoverflow.com/questions/192220/what-is-the-most-efficient-elegant-way-to-parse-a-flat-table-into-a-tree,What is the most efficient/elegant way to parse a flat table into a tree?,549,128k views,14
https://stackoverflow.com/questions/217776/how-to-apply-css-to-iframe,How to apply CSS to iframe?,1124,1.4m views,28
https://stackoverflow.com/questions/80646/how-do-the-php-equality-double-equals-and-identity-triple-equals-comp,How do the PHP equality (== double equals) and identity (=== triple equals) comparison operators differ?,546,354k views,13
https://stackoverflow.com/questions/11945563/how-listviews-recycling-mechanism-works,How ListView's recycling mechanism works,152,82k views,3
https://stackoverflow.com/questions/17677649/tkinter-assign-button-command-in-loop-with-lambda,Tkinter assign button command in loop with lambda,38,17k views,1
https://stackoverflow.com/questions/15666048/angularjs-service-vs-provider-vs-factory,AngularJS: Service vs provider vs factory,3370,777k views,30
https://stackoverflow.com/questions/3394835/use-of-args-and-kwargs,Use of *args and **kwargs [duplicate],1500,896k views,11
https://stackoverflow.com/questions/134099/are-pdo-prepared-statements-sufficient-to-prevent-sql-injection,Are PDO prepared statements sufficient to prevent SQL injection?,707,237k views,7
https://stackoverflow.com/questions/3665115/how-to-create-a-file-in-memory-for-user-to-download-but-not-through-server,"How to create a file in memory for user to download, but not through server?",976,531k views,22
https://stackoverflow.com/questions/5893163/what-is-the-purpose-of-the-single-underscore-variable-in-python,"What is the purpose of the single underscore ""_"" variable in Python?",705,335k views,5
https://stackoverflow.com/questions/876473/is-there-a-way-to-check-if-a-file-is-in-use,Is there a way to check if a file is in use?,925,627k views,20
https://stackoverflow.com/questions/986826/how-to-do-a-regular-expression-replace-in-mysql,How to do a regular expression replace in MySQL?,568,541k views,13
https://stackoverflow.com/questions/4072365/understanding-css-selector-priority-specificity,Understanding CSS selector priority / specificity,40,45k views,4
https://stackoverflow.com/questions/146452/what-are-pod-types-in-c,What are POD types in C++?,1134,374k views,9
https://stackoverflow.com/questions/2530/how-do-you-disable-browser-autocomplete-on-web-form-field-input-tags,How do you disable browser autocomplete on web form field / input tags?,3056,1.3m views,96
https://stackoverflow.com/questions/6274339/how-can-i-shuffle-an-array,How can I shuffle an array? [duplicate],531,502k views,2
https://stackoverflow.com/questions/1867861/how-to-keep-keys-values-in-same-order-as-declared,How to keep keys/values in same order as declared?,366,377k views,13
https://stackoverflow.com/questions/2371436/evaluating-a-mathematical-expression-in-a-string,Evaluating a mathematical expression in a string,140,144k views,14
https://stackoverflow.com/questions/4669178/how-to-update-multiple-array-elements-in-mongodb,How to Update Multiple Array Elements in mongodb,218,152k views,15
https://stackoverflow.com/questions/8774593/cmake-link-to-external-library,CMake link to external library,154,313k views,5
https://stackoverflow.com/questions/18082/validate-decimal-numbers-in-javascript-isnumeric,Validate decimal numbers in JavaScript - IsNumeric(),2494,1.5m views,49
https://stackoverflow.com/questions/12561735/what-are-unwind-segues-for-and-how-do-you-use-them,What are Unwind segues for and how do you use them?,601,235k views,6
https://stackoverflow.com/questions/33636796/chrome-safari-not-filling-100-height-of-flex-parent,Chrome / Safari not filling 100% height of flex parent,284,208k views,5
https://stackoverflow.com/questions/18664579/recommended-way-to-save-uploaded-files-in-a-servlet-application,Recommended way to save uploaded files in a servlet application,125,147k views,2
https://stackoverflow.com/questions/1597405/what-happens-to-a-declared-uninitialized-variable-in-c-does-it-have-a-value,"What happens to a declared, uninitialized variable in C? Does it have a value?",155,155k views,9
https://stackoverflow.com/questions/902408/how-to-use-variables-in-sql-statement-in-python,How to use variables in SQL statement in Python?,111,353k views,5
https://stackoverflow.com/questions/134845/which-href-value-should-i-use-for-javascript-links-or-javascriptvoid0,"Which ""href"" value should I use for JavaScript links, ""#"" or ""javascript:void(0)""?",4312,2.4m views,55
https://stackoverflow.com/questions/9847580/how-to-detect-safari-chrome-ie-firefox-and-opera-browser,"How to detect Safari, Chrome, IE, Firefox and Opera browser?",994,1.1m views,27
https://stackoverflow.com/questions/8767166/passing-a-2d-array-to-a-c-function,Passing a 2D array to a C++ function,396,860k views,15
https://stackoverflow.com/questions/379906/how-do-i-parse-a-string-to-a-float-or-int,How do I parse a string to a float or int?,2566,4.5m views,30
https://stackoverflow.com/questions/56107/what-is-the-best-way-to-parse-html-in-c,What is the best way to parse html in C#? [closed],66,498k views,15
https://stackoverflow.com/questions/6658752/click-event-doesnt-work-on-dynamically-generated-elements,Click event doesn't work on dynamically generated elements [duplicate],542,599k views,20
https://stackoverflow.com/questions/4772425/change-date-format-in-a-java-string,Change date format in a Java string,489,1.5m views,22
https://stackoverflow.com/questions/542938/how-to-calculate-number-of-days-between-two-dates,How to calculate number of days between two dates?,492,631k views,40
https://stackoverflow.com/questions/2953834/windows-path-in-python,Windows path in Python,217,441k views,6
https://stackoverflow.com/questions/68645/are-static-class-variables-possible-in-python,Are static class variables possible in Python?,2291,1.5m views,25
https://stackoverflow.com/questions/1895476/how-do-i-style-a-select-dropdown-with-only-css,How do I style a <select> dropdown with only CSS?,1528,1.9m views,24
https://stackoverflow.com/questions/199099/how-to-manage-a-redirect-request-after-a-jquery-ajax-call,How to manage a redirect request after a jQuery Ajax call,1480,1.0m views,34
https://stackoverflow.com/questions/53849/how-do-i-tokenize-a-string-in-c,How do I tokenize a string in C++?,456,611k views,35
https://stackoverflow.com/questions/3225891/what-does-the-greater-than-sign-css-selector-mean,"What does the "">"" (greater-than sign) CSS selector mean?",502,226k views,8
https://stackoverflow.com/questions/10914576/t-sql-split-string,T-SQL split string,161,547k views,27
https://stackoverflow.com/questions/477816/what-is-the-correct-json-content-type,What is the correct JSON content type?,11050,3.4m views,37
https://stackoverflow.com/questions/11832914/how-to-round-to-at-most-2-decimal-places-if-necessary,"How to round to at most 2 decimal places, if necessary?",3514,3.4m views,88
https://stackoverflow.com/questions/3698200/window-onload-vs-document-ready,window.onload vs $(document).ready(),1328,1.0m views,17
